doc_date,doc_no,source_tx_type,tx_type_name,customer,customer_class,region_manager,warehouse,material_code,material_name,brand,tax_included_amount,batch_no,shipping_channel,audit_date,creator,sales_out_qty,dispatch_qty,invoiced_qty,tx_type,audit_time,remark,source_doc_tx_type,entry_method,tax_included_unit_price,source_doc_no
2026-05-28,SO-00001015,01,退货出库,客户041,C类,大区经理3,WH-003-电商仓,SKU-0014,物料-14,非自营-101,46689.51,B20260528-1015,直营,2026-06-01,员工4,97,56,26,XSCK02,2026-06-01 15:00:00,促销,DDCK01,普通,374.59,
2026-04-06,SO-00001016,02,报损出库,客户027,A类,大区经理5,WH-001-主仓,SKU-0015,物料-29,非自营-101,37379.6,B20260406-1016,电商,2026-04-06,员工2,15,67,7,XSCK01,2026-04-06 15:00:00,促销,,调拨,102.53,
2026-05-12,SO-00001017,02,调拨出库,客户046,A类,大区经理3,WH-002-次仓,SKU-0003,物料-04,Brand A,11643.28,B20260512-1017,直营,2026-05-15,员工4,88,53,69,XSCK01,2026-05-15 15:00:00,样品,,,414.19,SRC-00001017
2026-03-15,SO-00001018,04,调拨出库,客户002,B类,大区经理3,WH-003-电商仓,SKU-0015,物料-13,Brand K,16766.64,B20260315-1018,批发,2026-03-17,员工4,94,67,99,XSCK02,2026-03-17 12:00:00,样品,DDCK02,,183.97,
2026-06-08,SO-00001019,04,正常出库,客户025,B类,大区经理4,WH-001-主仓,SKU-0019,物料-16,Brand D,1886.88,B20260608-1019,直营,2026-06-10,员工4,39,91,49,XSCK01,2026-06-10 17:00:00,样品,,普通,175.92,
2026-04-22,SO-00001020,03,调拨出库,客户009,A类,大区经理3,WH-002-次仓,SKU-0024,物料-16,非自营-101,41589.52,B20260422-1020,电商,2026-04-23,员工1,70,66,87,XSCK02,2026-04-23 13:00:00,,DDCK01,普通,15.79,SRC-00001020
2026-06-08,SO-00001021,01,正常出库,客户027,B类,大区经理1,WH-002-次仓,SKU-0020,物料-22,非自营-102,42495.6,B20260608-1021,直营,2026-06-12,员工9,79,64,66,XSCK03,2026-06-12 12:00:00,,DDCK02,普通,493.99,
2026-03-29,SO-00001022,03,报损出库,客户001,C类,大区经理3,WH-001-主仓,SKU-0014,物料-05,Brand D,31672.24,B20260329-1022,电商,2026-04-02,员工10,38,67,25,XSCK02,2026-04-02 11:00:00,样品,DDCK02,,309.88,
2026-04-20,SO-00001023,04,调拨出库,客户023,C类,大区经理4,WH-002-次仓,SKU-0008,物料-20,Brand C,17691.14,B20260420-1023,直营,2026-04-24,员工7,39,81,35,XSCK02,2026-04-24 19:00:00,样品,DDCK02,调拨,217.14,SRC-00001023
2026-05-22,SO-00001024,01,退货出库,客户010,B类,大区经理3,WH-002-次仓,SKU-0005,物料-25,Brand K,3932.87,B20260522-1024,批发,2026-05-25,员工2,52,39,20,XSCK03,2026-05-25 11:00:00,促销,DDCK02,普通,57.34,
2026-04-19,SO-00001025,01,报损出库,客户042,A类,大区经理5,WH-003-电商仓,SKU-0030,物料-06,非自营-102,37677.57,B20260419-1025,电商,2026-04-23,员工3,86,38,76,XSCK01,2026-04-23 11:00:00,正常,DDCK02,调拨,352.58,
2026-03-25,SO-00001026,04,正常出库,客户025,C类,大区经理5,WH-002-次仓,SKU-0019,物料-06,非自营-102,36353.66,B20260325-1026,电商,2026-03-27,员工8,3,40,51,XSCK02,2026-03-27 11:00:00,正常,DDCK02,普通,148.54,SRC-00001026
2026-04-12,SO-00001027,02,报损出库,客户003,C类,大区经理5,WH-001-主仓,SKU-0004,物料-18,非自营-102,45638.87,B20260412-1027,电商,2026-04-15,员工7,29,19,10,XSCK02,2026-04-15 13:00:00,,DDCK02,普通,494.26,
2026-05-01,SO-00001028,02,正常出库,客户006,A类,大区经理2,WH-003-电商仓,SKU-0014,物料-06,非自营-102,36553.55,B20260501-1028,电商,2026-05-01,员工4,93,83,7,XSCK01,2026-05-01 13:00:00,正常,DDCK01,普通,475.77,
2026-04-18,SO-00001029,01,报损出库,客户006,B类,大区经理5,WH-001-主仓,SKU-0016,物料-07,Brand E,41451.88,B20260418-1029,直营,2026-04-22,员工4,31,5,56,XSCK02,2026-04-22 12:00:00,,DDCK01,普通,370.3,SRC-00001029
2026-04-03,SO-00001030,03,正常出库,客户002,C类,大区经理5,WH-002-次仓,SKU-0020,物料-24,Brand C,37323.14,B20260403-1030,直营,2026-04-07,员工9,66,69,45,XSCK03,2026-04-07 19:00:00,促销,DDCK02,,485.83,
2026-05-13,SO-00001031,02,调拨出库,客户018,A类,大区经理2,WH-003-电商仓,SKU-0024,物料-30,Brand G,31571.29,B20260513-1031,批发,2026-05-13,员工5,99,14,77,XSCK02,2026-05-13 18:00:00,,,,61.76,
2026-03-26,SO-00001032,03,退货出库,客户023,A类,大区经理5,WH-003-电商仓,SKU-0006,物料-24,Brand F,21405.62,B20260326-1032,批发,2026-03-30,员工5,45,91,96,XSCK01,2026-03-30 18:00:00,正常,DDCK02,普通,147.16,SRC-00001032
2026-04-05,SO-00001033,02,正常出库,客户002,C类,大区经理4,WH-003-电商仓,SKU-0023,物料-16,Brand C,45115.65,B20260405-1033,直营,2026-04-05,员工7,73,49,1,XSCK01,2026-04-05 16:00:00,正常,DDCK02,,134.09,
2026-03-28,SO-00001034,02,报损出库,客户012,B类,大区经理5,WH-003-电商仓,SKU-0025,物料-09,Brand I,32583.33,B20260328-1034,零售,2026-03-31,员工1,22,64,63,XSCK02,2026-03-31 15:00:00,促销,DDCK02,,45.29,
2026-05-16,SO-00001035,03,正常出库,客户022,C类,大区经理5,WH-001-主仓,SKU-0006,物料-26,非自营-103,19977.93,B20260516-1035,电商,2026-05-18,员工3,83,57,51,XSCK01,2026-05-18 17:00:00,,,,486.39,SRC-00001035
2026-05-28,SO-00001036,04,正常出库,客户037,A类,大区经理2,WH-002-次仓,SKU-0003,物料-27,Brand B,4265.12,B20260528-1036,直营,2026-05-28,员工2,10,35,64,XSCK01,2026-05-28 13:00:00,促销,DDCK01,,39.39,
2026-05-03,SO-00001037,02,正常出库,客户020,C类,大区经理4,WH-002-次仓,SKU-0015,物料-13,非自营-103,14606.17,B20260503-1037,批发,2026-05-04,员工10,21,85,10,XSCK02,2026-05-04 18:00:00,,,调拨,429.78,
2026-05-01,SO-00001038,02,报损出库,客户039,B类,大区经理3,WH-003-电商仓,SKU-0029,物料-12,Brand G,27231.96,B20260501-1038,电商,2026-05-01,员工6,17,5,5,XSCK02,2026-05-01 16:00:00,正常,,调拨,386.4,SRC-00001038
2026-04-19,SO-00001039,03,退货出库,客户024,A类,大区经理1,WH-002-次仓,SKU-0003,物料-19,Brand D,13854.2,B20260419-1039,批发,2026-04-23,员工6,67,88,95,XSCK01,2026-04-23 12:00:00,促销,,,194.17,
2026-05-01,SO-00001040,04,调拨出库,客户048,B类,大区经理4,WH-001-主仓,SKU-0011,物料-26,Brand C,11139.64,B20260501-1040,零售,2026-05-04,员工10,7,39,78,XSCK02,2026-05-04 17:00:00,促销,,调拨,19.22,
2026-05-20,SO-00001041,02,退货出库,客户020,C类,大区经理3,WH-002-次仓,SKU-0003,物料-23,Brand B,26416.94,B20260520-1041,电商,2026-05-23,员工1,36,24,75,XSCK03,2026-05-23 11:00:00,,DDCK02,普通,12.99,SRC-00001041
2026-03-17,SO-00001042,02,正常出库,客户001,C类,大区经理4,WH-001-主仓,SKU-0028,物料-23,Brand F,8574.04,B20260317-1042,零售,2026-03-17,员工6,67,40,63,XSCK02,2026-03-17 13:00:00,促销,DDCK01,调拨,109.96,
2026-05-17,SO-00001043,04,报损出库,客户001,B类,大区经理3,WH-001-主仓,SKU-0010,物料-01,Brand B,40040.46,B20260517-1043,零售,2026-05-19,员工10,77,50,92,XSCK01,2026-05-19 11:00:00,,,普通,252.0,
2026-03-18,SO-00001044,02,退货出库,客户017,C类,大区经理3,WH-002-次仓,SKU-0018,物料-08,Brand E,24269.97,B20260318-1044,零售,2026-03-19,员工2,30,77,54,XSCK03,2026-03-19 15:00:00,,DDCK01,调拨,234.38,SRC-00001044
2026-05-01,SO-00001045,04,正常出库,客户001,B类,大区经理4,WH-001-主仓,SKU-0001,物料-04,Brand B,28735.75,B20260501-1045,直营,2026-05-04,员工4,87,58,43,XSCK01,2026-05-04 14:00:00,促销,DDCK02,调拨,296.79,
2026-05-22,SO-00001046,04,调拨出库,客户045,C类,大区经理2,WH-001-主仓,SKU-0016,物料-21,Brand H,7454.43,B20260522-1046,批发,2026-05-26,员工6,71,1,85,XSCK01,2026-05-26 12:00:00,促销,DDCK02,普通,388.26,
2026-04-22,SO-00001047,03,调拨出库,客户030,B类,大区经理4,WH-001-主仓,SKU-0016,物料-30,Brand J,16296.36,B20260422-1047,电商,2026-04-26,员工3,94,43,13,XSCK03,2026-04-26 17:00:00,,DDCK01,普通,194.9,SRC-00001047
2026-05-14,SO-00001048,01,调拨出库,客户041,B类,大区经理4,WH-001-主仓,SKU-0027,物料-22,Brand G,20563.48,B20260514-1048,直营,2026-05-16,员工3,29,39,82,XSCK02,2026-05-16 13:00:00,正常,DDCK02,,88.58,
2026-03-26,SO-00001049,04,正常出库,客户047,A类,大区经理3,WH-003-电商仓,SKU-0010,物料-19,Brand I,40429.82,B20260326-1049,批发,2026-03-29,员工3,72,10,4,XSCK01,2026-03-29 18:00:00,促销,DDCK01,调拨,402.02,
2026-04-09,SO-00001050,03,报损出库,客户003,A类,大区经理1,WH-002-次仓,SKU-0001,物料-21,Brand L,38530.96,B20260409-1050,直营,2026-04-09,员工4,74,2,98,XSCK02,2026-04-09 14:00:00,样品,,普通,173.02,SRC-00001050
2026-04-13,SO-00001051,01,退货出库,客户046,B类,大区经理3,WH-003-电商仓,SKU-0004,物料-26,Brand H,11226.58,B20260413-1051,批发,2026-04-17,员工9,33,63,24,XSCK02,2026-04-17 09:00:00,正常,DDCK02,,150.57,
2026-04-07,SO-00001052,02,调拨出库,客户011,C类,大区经理5,WH-001-主仓,SKU-0003,物料-05,非自营-105,30847.34,B20260407-1052,电商,2026-04-09,员工4,59,16,49,XSCK03,2026-04-09 16:00:00,促销,DDCK02,普通,384.51,
2026-04-16,SO-00001053,01,正常出库,客户024,C类,大区经理4,WH-002-次仓,SKU-0005,物料-17,Brand F,12248.47,B20260416-1053,电商,2026-04-19,员工4,20,37,72,XSCK01,2026-04-19 14:00:00,正常,DDCK01,,467.73,SRC-00001053
2026-04-09,SO-00001054,04,正常出库,客户022,C类,大区经理4,WH-001-主仓,SKU-0012,物料-03,Brand K,49413.53,B20260409-1054,电商,2026-04-12,员工4,93,16,70,XSCK03,2026-04-12 15:00:00,,DDCK02,,458.33,
2026-04-18,SO-00001055,04,退货出库,客户044,B类,大区经理2,WH-002-次仓,SKU-0025,物料-19,非自营-105,47610.98,B20260418-1055,电商,2026-04-21,员工7,29,87,81,XSCK03,2026-04-21 12:00:00,正常,,普通,77.35,
2026-05-07,SO-00001056,04,调拨出库,客户045,B类,大区经理3,WH-003-电商仓,SKU-0012,物料-01,Brand D,28206.91,B20260507-1056,批发,2026-05-10,员工5,53,90,1,XSCK01,2026-05-10 10:00:00,,DDCK02,普通,256.55,SRC-00001056
2026-04-07,SO-00001057,04,正常出库,客户026,B类,大区经理2,WH-002-次仓,SKU-0013,物料-29,非自营-105,34975.24,B20260407-1057,直营,2026-04-10,员工2,85,80,9,XSCK01,2026-04-10 09:00:00,促销,DDCK02,调拨,55.51,
2026-05-05,SO-00001058,04,退货出库,客户013,B类,大区经理4,WH-001-主仓,SKU-0024,物料-23,Brand I,40091.38,B20260505-1058,电商,2026-05-09,员工7,1,27,1,XSCK03,2026-05-09 09:00:00,正常,DDCK02,调拨,480.88,
2026-04-13,SO-00001059,03,报损出库,客户001,A类,大区经理3,WH-002-次仓,SKU-0012,物料-01,Brand J,36077.82,B20260413-1059,电商,2026-04-15,员工3,34,63,59,XSCK03,2026-04-15 10:00:00,样品,DDCK01,,115.46,SRC-00001059
2026-05-18,SO-00001060,04,报损出库,客户024,B类,大区经理3,WH-002-次仓,SKU-0025,物料-23,Brand D,35021.45,B20260518-1060,电商,2026-05-21,员工1,44,94,44,XSCK03,2026-05-21 08:00:00,,,普通,106.74,
2026-06-05,SO-00001061,03,报损出库,客户010,C类,大区经理5,WH-003-电商仓,SKU-0016,物料-20,Brand B,47931.84,B20260605-1061,零售,2026-06-06,员工9,96,64,7,XSCK01,2026-06-06 08:00:00,,,调拨,445.55,
2026-05-16,SO-00001062,02,调拨出库,客户035,A类,大区经理5,WH-001-主仓,SKU-0013,物料-09,非自营-106,29863.16,B20260516-1062,电商,2026-05-17,员工5,14,97,57,XSCK01,2026-05-17 14:00:00,正常,DDCK02,,484.25,SRC-00001062
2026-03-21,SO-00001063,04,退货出库,客户024,C类,大区经理1,WH-002-次仓,SKU-0005,物料-23,Brand A,31851.5,B20260321-1063,电商,2026-03-23,员工10,37,32,6,XSCK03,2026-03-23 17:00:00,,DDCK02,调拨,351.84,
2026-03-16,SO-00001064,04,退货出库,客户028,B类,大区经理5,WH-003-电商仓,SKU-0024,物料-05,Brand B,42478.51,B20260316-1064,批发,2026-03-16,员工1,35,9,98,XSCK01,2026-03-16 19:00:00,,DDCK01,,69.29,
2026-05-24,SO-00001065,01,正常出库,客户036,A类,大区经理3,WH-002-次仓,SKU-0004,物料-07,Brand F,33527.55,B20260524-1065,零售,2026-05-24,员工1,59,11,86,XSCK01,2026-05-24 18:00:00,正常,,调拨,248.07,SRC-00001065
2026-04-18,SO-00001066,02,正常出库,客户016,B类,大区经理5,WH-001-主仓,SKU-0021,物料-25,Brand J,36673.34,B20260418-1066,批发,2026-04-18,员工1,24,70,71,XSCK01,2026-04-18 15:00:00,正常,DDCK02,普通,410.14,
2026-03-24,SO-00001067,04,正常出库,客户040,A类,大区经理1,WH-002-次仓,SKU-0015,物料-26,Brand J,11785.02,B20260324-1067,直营,2026-03-25,员工9,65,30,20,XSCK02,2026-03-25 13:00:00,,,,290.51,
2026-04-11,SO-00001068,04,退货出库,客户016,C类,大区经理4,WH-002-次仓,SKU-0012,物料-06,Brand L,18626.22,B20260411-1068,零售,2026-04-11,员工8,6,15,96,XSCK02,2026-04-11 14:00:00,正常,DDCK02,,74.97,SRC-00001068
2026-04-27,SO-00001069,02,正常出库,客户017,B类,大区经理5,WH-002-次仓,SKU-0019,物料-17,非自营-106,7450.34,B20260427-1069,批发,2026-05-01,员工6,68,59,46,XSCK03,2026-05-01 08:00:00,正常,DDCK02,调拨,94.22,
2026-06-07,SO-00001070,03,退货出库,客户015,B类,大区经理3,WH-002-次仓,SKU-0021,物料-22,Brand E,25337.7,B20260607-1070,批发,2026-06-10,员工10,38,48,0,XSCK02,2026-06-10 08:00:00,样品,DDCK01,调拨,433.43,
2026-05-02,SO-00001071,04,退货出库,客户016,A类,大区经理4,WH-001-主仓,SKU-0028,物料-17,Brand D,22840.8,B20260502-1071,直营,2026-05-03,员工6,1,94,11,XSCK03,2026-05-03 16:00:00,正常,,调拨,268.24,SRC-00001071
2026-05-06,SO-00001072,01,报损出库,客户015,A类,大区经理3,WH-003-电商仓,SKU-0019,物料-13,Brand K,49858.42,B20260506-1072,直营,2026-05-08,员工6,41,82,74,XSCK03,2026-05-08 12:00:00,正常,,普通,355.86,
2026-03-26,SO-00001073,04,正常出库,客户034,B类,大区经理4,WH-003-电商仓,SKU-0021,物料-12,非自营-107,30599.31,B20260326-1073,电商,2026-03-28,员工4,31,76,47,XSCK01,2026-03-28 14:00:00,,DDCK02,调拨,192.8,
2026-04-09,SO-00001074,01,报损出库,客户011,A类,大区经理3,WH-002-次仓,SKU-0011,物料-04,Brand A,39343.6,B20260409-1074,电商,2026-04-12,员工5,36,60,93,XSCK03,2026-04-12 13:00:00,,DDCK02,调拨,270.92,SRC-00001074
2026-03-19,SO-00001075,01,调拨出库,客户001,B类,大区经理5,WH-001-主仓,SKU-0030,物料-30,Brand I,16767.33,B20260319-1075,零售,2026-03-20,员工10,73,68,3,XSCK03,2026-03-20 11:00:00,,DDCK01,普通,488.78,
2026-03-16,SO-00001076,04,调拨出库,客户015,A类,大区经理5,WH-001-主仓,SKU-0021,物料-08,Brand E,41594.11,B20260316-1076,零售,2026-03-16,员工3,54,57,33,XSCK03,2026-03-16 08:00:00,促销,DDCK02,调拨,171.55,
2026-04-09,SO-00001077,04,调拨出库,客户026,C类,大区经理1,WH-001-主仓,SKU-0006,物料-05,Brand G,30792.74,B20260409-1077,直营,2026-04-09,员工3,87,64,86,XSCK03,2026-04-09 11:00:00,,,普通,340.65,SRC-00001077
2026-04-27,SO-00001078,01,退货出库,客户004,A类,大区经理4,WH-001-主仓,SKU-0009,物料-05,Brand K,34879.92,B20260427-1078,零售,2026-05-01,员工10,31,54,31,XSCK01,2026-05-01 17:00:00,促销,DDCK01,普通,94.53,
2026-05-18,SO-00001079,02,退货出库,客户043,C类,大区经理1,WH-001-主仓,SKU-0001,物料-13,Brand D,14792.1,B20260518-1079,电商,2026-05-22,员工7,29,80,2,XSCK01,2026-05-22 17:00:00,促销,,调拨,69.65,
2026-05-26,SO-00001080,02,退货出库,客户005,A类,大区经理2,WH-001-主仓,SKU-0012,物料-26,非自营-107,27477.06,B20260526-1080,直营,2026-05-26,员工5,85,87,91,XSCK03,2026-05-26 15:00:00,,DDCK01,普通,393.98,SRC-00001080
2026-04-25,SO-00001081,04,正常出库,客户035,A类,大区经理5,WH-002-次仓,SKU-0026,物料-11,非自营-108,31738.44,B20260425-1081,批发,2026-04-27,员工8,3,75,67,XSCK02,2026-04-27 19:00:00,样品,,调拨,423.61,
2026-03-13,SO-00001082,03,报损出库,客户013,B类,大区经理4,WH-003-电商仓,SKU-0014,物料-08,Brand E,29495.82,B20260313-1082,直营,2026-03-15,员工5,58,54,56,XSCK02,2026-03-15 18:00:00,,DDCK02,普通,337.47,
2026-04-07,SO-00001083,02,退货出库,客户010,A类,大区经理1,WH-003-电商仓,SKU-0006,物料-08,非自营-108,45768.17,B20260407-1083,零售,2026-04-11,员工4,90,59,75,XSCK03,2026-04-11 08:00:00,,,,87.52,SRC-00001083
2026-04-16,SO-00001084,04,报损出库,客户011,A类,大区经理1,WH-002-次仓,SKU-0001,物料-01,Brand I,44923.81,B20260416-1084,电商,2026-04-19,员工3,61,88,23,XSCK01,2026-04-19 09:00:00,,,调拨,127.89,
2026-04-16,SO-00001085,02,报损出库,客户018,C类,大区经理2,WH-003-电商仓,SKU-0022,物料-13,非自营-108,48552.1,B20260416-1085,电商,2026-04-16,员工2,6,86,32,XSCK03,2026-04-16 15:00:00,样品,DDCK01,,456.48,
2026-04-06,SO-00001086,03,报损出库,客户034,A类,大区经理1,WH-001-主仓,SKU-0002,物料-29,Brand L,33404.66,B20260406-1086,批发,2026-04-10,员工3,20,39,2,XSCK03,2026-04-10 09:00:00,,,,151.46,SRC-00001086
2026-04-23,SO-00001087,04,正常出库,客户039,B类,大区经理3,WH-001-主仓,SKU-0024,物料-05,Brand C,48598.52,B20260423-1087,批发,2026-04-27,员工7,61,15,3,XSCK01,2026-04-27 18:00:00,样品,DDCK02,,411.24,
2026-04-07,SO-00001088,03,正常出库,客户041,C类,大区经理5,WH-003-电商仓,SKU-0011,物料-28,Brand D,41640.65,B20260407-1088,直营,2026-04-07,员工8,46,79,29,XSCK02,2026-04-07 19:00:00,,DDCK01,,150.11,
2026-05-19,SO-00001089,04,调拨出库,客户042,B类,大区经理1,WH-001-主仓,SKU-0003,物料-21,Brand D,13614.52,B20260519-1089,电商,2026-05-19,员工5,13,74,69,XSCK03,2026-05-19 17:00:00,正常,DDCK01,调拨,470.34,SRC-00001089
2026-03-31,SO-00001090,03,调拨出库,客户050,B类,大区经理1,WH-001-主仓,SKU-0010,物料-08,Brand J,21429.04,B20260331-1090,批发,2026-04-02,员工1,23,28,48,XSCK01,2026-04-02 16:00:00,样品,,普通,458.08,
2026-03-22,SO-00001091,02,报损出库,客户023,B类,大区经理2,WH-003-电商仓,SKU-0030,物料-17,Brand F,11995.78,B20260322-1091,批发,2026-03-25,员工3,79,36,29,XSCK01,2026-03-25 10:00:00,样品,DDCK01,调拨,31.2,
2026-05-24,SO-00001092,02,调拨出库,客户007,B类,大区经理3,WH-002-次仓,SKU-0006,物料-23,Brand J,309.44,B20260524-1092,直营,2026-05-27,员工4,31,54,71,XSCK03,2026-05-27 10:00:00,样品,DDCK02,调拨,387.5,SRC-00001092
2026-04-18,SO-00001093,03,报损出库,客户039,C类,大区经理1,WH-003-电商仓,SKU-0006,物料-23,Brand J,9483.63,B20260418-1093,直营,2026-04-18,员工10,4,17,81,XSCK01,2026-04-18 13:00:00,,,普通,93.04,
2026-03-17,SO-00001094,03,正常出库,客户003,A类,大区经理5,WH-003-电商仓,SKU-0020,物料-13,Brand L,302.62,B20260317-1094,电商,2026-03-18,员工4,75,86,15,XSCK03,2026-03-18 10:00:00,促销,DDCK02,,115.48,
2026-05-22,SO-00001095,03,正常出库,客户012,B类,大区经理5,WH-003-电商仓,SKU-0021,物料-09,Brand J,36019.94,B20260522-1095,零售,2026-05-26,员工1,66,87,52,XSCK02,2026-05-26 16:00:00,样品,,普通,235.32,SRC-00001095
2026-04-03,SO-00001096,04,正常出库,客户007,C类,大区经理1,WH-003-电商仓,SKU-0002,物料-02,Brand A,21334.16,B20260403-1096,零售,2026-04-07,员工10,16,93,5,XSCK03,2026-04-07 18:00:00,,,,292.4,
2026-04-27,SO-00001097,02,退货出库,客户049,B类,大区经理3,WH-002-次仓,SKU-0026,物料-19,Brand K,15697.48,B20260427-1097,电商,2026-04-27,员工9,31,22,23,XSCK02,2026-04-27 15:00:00,正常,DDCK01,调拨,169.64,
2026-06-09,SO-00001098,04,报损出库,客户026,A类,大区经理5,WH-002-次仓,SKU-0026,物料-20,Brand L,38109.87,B20260609-1098,零售,2026-06-10,员工10,48,75,91,XSCK01,2026-06-10 11:00:00,样品,DDCK01,普通,291.94,SRC-00001098
2026-04-26,SO-00001099,02,正常出库,客户033,C类,大区经理5,WH-001-主仓,SKU-0024,物料-17,Brand L,41641.09,B20260426-1099,电商,2026-04-28,员工4,43,36,95,XSCK03,2026-04-28 13:00:00,促销,DDCK01,普通,93.62,
2026-03-23,SO-00001100,01,报损出库,客户037,C类,大区经理3,WH-001-主仓,SKU-0010,物料-07,Brand B,48767.45,B20260323-1100,电商,2026-03-23,员工2,4,29,88,XSCK01,2026-03-23 15:00:00,,,,20.95,
2026-06-09,SO-00001101,04,调拨出库,客户048,A类,大区经理3,WH-003-电商仓,SKU-0023,物料-30,Brand H,32136.48,B20260609-1101,批发,2026-06-09,员工9,62,55,27,XSCK03,2026-06-09 11:00:00,正常,DDCK01,普通,289.9,SRC-00001101
2026-03-24,SO-00001102,02,调拨出库,客户015,C类,大区经理1,WH-001-主仓,SKU-0026,物料-26,Brand C,23130.3,B20260324-1102,零售,2026-03-28,员工4,48,42,20,XSCK01,2026-03-28 12:00:00,促销,DDCK02,调拨,263.53,
2026-05-12,SO-00001103,02,正常出库,客户002,A类,大区经理4,WH-002-次仓,SKU-0006,物料-03,非自营-110,15332.69,B20260512-1103,电商,2026-05-12,员工4,28,32,7,XSCK02,2026-05-12 14:00:00,正常,DDCK01,普通,347.93,
2026-06-01,SO-00001104,04,报损出库,客户041,C类,大区经理2,WH-001-主仓,SKU-0023,物料-19,非自营-110,11193.68,B20260601-1104,零售,2026-06-01,员工6,16,14,35,XSCK03,2026-06-01 15:00:00,促销,DDCK02,普通,328.41,SRC-00001104
2026-06-08,SO-00001105,04,正常出库,客户007,C类,大区经理4,WH-001-主仓,SKU-0028,物料-19,Brand L,10725.0,B20260608-1105,零售,2026-06-08,员工8,89,18,8,XSCK01,2026-06-08 14:00:00,,DDCK01,调拨,449.77,
2026-05-10,SO-00001106,02,调拨出库,客户032,A类,大区经理4,WH-001-主仓,SKU-0017,物料-24,Brand H,20518.55,B20260510-1106,直营,2026-05-14,员工5,77,38,39,XSCK03,2026-05-14 15:00:00,,,,235.14,
2026-04-23,SO-00001107,04,正常出库,客户004,A类,大区经理5,WH-003-电商仓,SKU-0030,物料-09,Brand K,49590.14,B20260423-1107,零售,2026-04-25,员工8,69,34,84,XSCK03,2026-04-25 11:00:00,,DDCK01,普通,14.1,SRC-00001107
2026-05-26,SO-00001108,03,报损出库,客户020,C类,大区经理3,WH-001-主仓,SKU-0014,物料-10,Brand A,142.6,B20260526-1108,电商,2026-05-28,员工1,30,45,50,XSCK02,2026-05-28 08:00:00,正常,DDCK02,,319.02,
2026-05-18,SO-00001109,04,调拨出库,客户050,C类,大区经理5,WH-002-次仓,SKU-0005,物料-29,Brand A,9940.57,B20260518-1109,批发,2026-05-18,员工4,65,87,0,XSCK01,2026-05-18 13:00:00,,DDCK02,普通,340.81,
2026-03-16,SO-00001110,04,退货出库,客户036,A类,大区经理2,WH-002-次仓,SKU-0023,物料-14,Brand H,9500.81,B20260316-1110,零售,2026-03-20,员工1,69,32,62,XSCK03,2026-03-20 12:00:00,,DDCK01,调拨,265.53,SRC-00001110
2026-04-17,SO-00001111,04,调拨出库,客户032,A类,大区经理1,WH-002-次仓,SKU-0017,物料-18,Brand E,35884.26,B20260417-1111,电商,2026-04-19,员工3,14,67,67,XSCK03,2026-04-19 18:00:00,,DDCK02,,347.76,
2026-05-22,SO-00001112,02,退货出库,客户028,C类,大区经理2,WH-002-次仓,SKU-0002,物料-26,Brand K,17688.99,B20260522-1112,直营,2026-05-24,员工7,75,63,73,XSCK03,2026-05-24 11:00:00,,,普通,168.56,
2026-04-11,SO-00001113,03,正常出库,客户013,C类,大区经理5,WH-001-主仓,SKU-0009,物料-15,Brand D,22917.31,B20260411-1113,零售,2026-04-13,员工1,34,55,25,XSCK03,2026-04-13 09:00:00,促销,DDCK01,,82.92,SRC-00001113
2026-03-20,SO-00001114,01,正常出库,客户001,C类,大区经理5,WH-003-电商仓,SKU-0012,物料-26,Brand F,7516.34,B20260320-1114,批发,2026-03-24,员工5,56,43,39,XSCK03,2026-03-24 08:00:00,促销,DDCK02,普通,335.63,
2026-05-01,SO-00001115,01,报损出库,客户035,A类,大区经理5,WH-002-次仓,SKU-0019,物料-01,Brand G,20309.35,B20260501-1115,零售,2026-05-05,员工1,29,22,2,XSCK01,2026-05-05 16:00:00,正常,DDCK01,调拨,130.14,
2026-04-09,SO-00001116,03,退货出库,客户048,C类,大区经理5,WH-002-次仓,SKU-0022,物料-30,非自营-111,5249.67,B20260409-1116,电商,2026-04-09,员工6,82,87,8,XSCK03,2026-04-09 19:00:00,促销,DDCK01,调拨,233.59,SRC-00001116
2026-05-28,SO-00001117,03,正常出库,客户030,B类,大区经理4,WH-003-电商仓,SKU-0007,物料-25,Brand K,26698.86,B20260528-1117,零售,2026-05-31,员工9,79,68,31,XSCK03,2026-05-31 09:00:00,样品,DDCK01,普通,250.9,
2026-04-20,SO-00001118,03,退货出库,客户036,A类,大区经理1,WH-003-电商仓,SKU-0009,物料-06,Brand F,4987.12,B20260420-1118,零售,2026-04-22,员工3,25,77,66,XSCK03,2026-04-22 16:00:00,促销,DDCK01,普通,243.83,
2026-04-21,SO-00001119,02,正常出库,客户025,C类,大区经理4,WH-002-次仓,SKU-0021,物料-30,非自营-111,39546.37,B20260421-1119,直营,2026-04-24,员工6,94,96,3,XSCK01,2026-04-24 13:00:00,,DDCK01,,303.24,SRC-00001119
2026-06-05,SO-00001120,01,调拨出库,客户016,A类,大区经理5,WH-002-次仓,SKU-0016,物料-15,非自营-111,28373.43,B20260605-1120,零售,2026-06-09,员工4,66,29,5,XSCK03,2026-06-09 13:00:00,促销,,普通,24.43,
