brand_sales_no,stock_in_date,doc_no,order_tx_type,audit_date,material_code,material_name,receivable_qty,batch_no,warehouse,doc_status,expiry_date,model,stock_in_qty,remark,logistics_no,logistics_company,supplier_material_code,supplier_material_name
BS-00000262,2026-04-27,RK-00000262,01,2026-04-29,SKU-0029,物料-28,686,R20260427-0262,WH-003-电商仓,已审核,2027-05-26,A型,779,,LG202604270262,中通,SUP-000262,供应商物料-262
BS-00000263,2026-04-17,RK-00000263,02,2026-04-18,SKU-0017,物料-18,104,R20260417-0263,WH-002-次仓,已审核,2027-01-05,A型,130,正常,LG202604170263,顺丰,SUP-000263,供应商物料-263
BS-00000264,2026-05-22,RK-00000264,01,2026-05-24,SKU-0021,物料-15,399,R20260522-0264,WH-002-次仓,已审核,2027-12-28,A型,159,破损,LG202605220264,申通,SUP-000264,供应商物料-264
BS-00000265,2026-06-01,RK-00000265,02,2026-06-02,SKU-0015,物料-19,229,R20260601-0265,WH-003-电商仓,已审核,2027-03-14,C型,162,,LG202606010265,申通,SUP-000265,供应商物料-265
BS-00000266,2026-03-29,RK-00000266,01,2026-03-29,SKU-0030,物料-20,915,R20260329-0266,WH-002-次仓,已审核,2028-01-26,C型,738,破损,LG202603290266,顺丰,SUP-000266,供应商物料-266
BS-00000267,2026-05-26,RK-00000267,02,2026-05-28,SKU-0014,物料-23,277,R20260526-0267,WH-002-次仓,已审核,2027-11-13,B型,937,破损,LG202605260267,中通,SUP-000267,供应商物料-267
BS-00000268,2026-04-16,RK-00000268,01,2026-04-16,SKU-0030,物料-24,503,R20260416-0268,WH-003-电商仓,已审核,2027-02-20,B型,656,破损,LG202604160268,申通,SUP-000268,供应商物料-268
BS-00000269,2026-03-13,RK-00000269,02,2026-03-14,SKU-0019,物料-30,639,R20260313-0269,WH-003-电商仓,已审核,2026-09-30,B型,265,正常,LG202603130269,申通,SUP-000269,供应商物料-269
BS-00000270,2026-06-03,RK-00000270,03,2026-06-04,SKU-0022,物料-11,75,R20260603-0270,WH-002-次仓,未审核,2027-07-13,B型,583,,LG202606030270,顺丰,SUP-000270,供应商物料-270
BS-00000271,2026-03-14,RK-00000271,02,2026-03-15,SKU-0009,物料-24,396,R20260314-0271,WH-001-主仓,未审核,2026-12-24,A型,808,正常,LG202603140271,中通,SUP-000271,供应商物料-271
BS-00000272,2026-04-14,RK-00000272,03,2026-04-16,SKU-0026,物料-04,202,R20260414-0272,WH-001-主仓,已审核,2027-11-08,D型,72,,LG202604140272,中通,SUP-000272,供应商物料-272
BS-00000273,2026-04-26,RK-00000273,02,2026-04-28,SKU-0003,物料-09,329,R20260426-0273,WH-001-主仓,未审核,2027-01-31,B型,302,破损,LG202604260273,中通,SUP-000273,供应商物料-273
BS-00000274,2026-05-12,RK-00000274,03,2026-05-14,SKU-0025,物料-08,556,R20260512-0274,WH-001-主仓,已审核,2027-04-04,D型,77,破损,LG202605120274,申通,SUP-000274,供应商物料-274
BS-00000275,2026-05-20,RK-00000275,01,2026-05-20,SKU-0028,物料-16,929,R20260520-0275,WH-002-次仓,已审核,2027-07-03,A型,234,正常,LG202605200275,中通,SUP-000275,供应商物料-275
BS-00000276,2026-05-07,RK-00000276,03,2026-05-09,SKU-0025,物料-27,184,R20260507-0276,WH-003-电商仓,已审核,2027-01-28,A型,856,破损,LG202605070276,顺丰,SUP-000276,供应商物料-276
BS-00000277,2026-03-21,RK-00000277,01,2026-03-22,SKU-0015,物料-13,121,R20260321-0277,WH-001-主仓,已审核,2028-02-21,C型,658,破损,LG202603210277,申通,SUP-000277,供应商物料-277
BS-00000278,2026-06-07,RK-00000278,03,2026-06-07,SKU-0017,物料-05,317,R20260607-0278,WH-003-电商仓,未审核,2027-03-06,D型,463,破损,LG202606070278,中通,SUP-000278,供应商物料-278
BS-00000279,2026-03-29,RK-00000279,01,2026-03-30,SKU-0002,物料-13,811,R20260329-0279,WH-001-主仓,已审核,2027-02-24,D型,567,,LG202603290279,圆通,SUP-000279,供应商物料-279
BS-00000280,2026-04-13,RK-00000280,03,2026-04-14,SKU-0027,物料-19,349,R20260413-0280,WH-001-主仓,已审核,2027-12-06,A型,616,,LG202604130280,中通,SUP-000280,供应商物料-280
BS-00000281,2026-03-18,RK-00000281,02,2026-03-20,SKU-0004,物料-02,89,R20260318-0281,WH-001-主仓,已审核,2027-09-02,C型,299,正常,LG202603180281,中通,SUP-000281,供应商物料-281
BS-00000282,2026-04-25,RK-00000282,01,2026-04-27,SKU-0014,物料-12,487,R20260425-0282,WH-003-电商仓,未审核,2027-12-04,B型,885,,LG202604250282,申通,SUP-000282,供应商物料-282
BS-00000283,2026-04-09,RK-00000283,01,2026-04-11,SKU-0011,物料-09,120,R20260409-0283,WH-003-电商仓,已审核,2026-12-31,B型,256,破损,LG202604090283,顺丰,SUP-000283,供应商物料-283
BS-00000284,2026-06-02,RK-00000284,03,2026-06-03,SKU-0027,物料-01,496,R20260602-0284,WH-001-主仓,已审核,2027-06-27,C型,325,破损,LG202606020284,圆通,SUP-000284,供应商物料-284
BS-00000285,2026-04-18,RK-00000285,02,2026-04-18,SKU-0012,物料-23,930,R20260418-0285,WH-003-电商仓,已审核,2027-11-01,C型,918,破损,LG202604180285,申通,SUP-000285,供应商物料-285
BS-00000286,2026-04-19,RK-00000286,01,2026-04-21,SKU-0023,物料-27,462,R20260419-0286,WH-001-主仓,未审核,2028-03-22,B型,301,正常,LG202604190286,中通,SUP-000286,供应商物料-286
BS-00000287,2026-04-05,RK-00000287,01,2026-04-07,SKU-0016,物料-29,422,R20260405-0287,WH-002-次仓,已审核,2027-03-03,A型,489,破损,LG202604050287,申通,SUP-000287,供应商物料-287
BS-00000288,2026-03-28,RK-00000288,02,2026-03-28,SKU-0012,物料-14,613,R20260328-0288,WH-003-电商仓,已审核,2026-09-28,A型,223,破损,LG202603280288,申通,SUP-000288,供应商物料-288
BS-00000289,2026-05-11,RK-00000289,02,2026-05-12,SKU-0002,物料-07,969,R20260511-0289,WH-001-主仓,已审核,2027-01-21,C型,777,正常,LG202605110289,圆通,SUP-000289,供应商物料-289
BS-00000290,2026-05-01,RK-00000290,02,2026-05-02,SKU-0007,物料-17,958,R20260501-0290,WH-002-次仓,已审核,2027-12-12,A型,569,,LG202605010290,中通,SUP-000290,供应商物料-290
BS-00000291,2026-04-17,RK-00000291,01,2026-04-17,SKU-0021,物料-30,195,R20260417-0291,WH-002-次仓,已审核,2026-10-17,A型,614,,LG202604170291,申通,SUP-000291,供应商物料-291
BS-00000292,2026-05-17,RK-00000292,03,2026-05-19,SKU-0026,物料-23,562,R20260517-0292,WH-001-主仓,已审核,2027-11-19,D型,980,,LG202605170292,顺丰,SUP-000292,供应商物料-292
BS-00000293,2026-04-04,RK-00000293,03,2026-04-04,SKU-0023,物料-14,96,R20260404-0293,WH-002-次仓,已审核,2026-12-22,B型,527,正常,LG202604040293,圆通,SUP-000293,供应商物料-293
BS-00000294,2026-06-01,RK-00000294,01,2026-06-03,SKU-0030,物料-17,233,R20260601-0294,WH-002-次仓,已审核,2028-02-01,C型,910,正常,LG202606010294,申通,SUP-000294,供应商物料-294
BS-00000295,2026-04-29,RK-00000295,01,2026-04-29,SKU-0028,物料-02,60,R20260429-0295,WH-001-主仓,已审核,2028-02-09,B型,202,破损,LG202604290295,圆通,SUP-000295,供应商物料-295
BS-00000296,2026-06-09,RK-00000296,01,2026-06-10,SKU-0025,物料-09,135,R20260609-0296,WH-002-次仓,已审核,2027-12-02,D型,624,破损,LG202606090296,申通,SUP-000296,供应商物料-296
BS-00000297,2026-04-01,RK-00000297,01,2026-04-02,SKU-0025,物料-15,155,R20260401-0297,WH-002-次仓,已审核,2027-11-13,A型,443,正常,LG202604010297,申通,SUP-000297,供应商物料-297
BS-00000298,2026-05-25,RK-00000298,02,2026-05-26,SKU-0003,物料-24,50,R20260525-0298,WH-001-主仓,已审核,2026-12-25,A型,83,正常,LG202605250298,申通,SUP-000298,供应商物料-298
BS-00000299,2026-05-07,RK-00000299,01,2026-05-08,SKU-0003,物料-16,364,R20260507-0299,WH-001-主仓,未审核,2027-07-02,D型,83,破损,LG202605070299,顺丰,SUP-000299,供应商物料-299
BS-00000300,2026-04-21,RK-00000300,01,2026-04-21,SKU-0013,物料-09,454,R20260421-0300,WH-002-次仓,已审核,2027-01-05,B型,634,破损,LG202604210300,顺丰,SUP-000300,供应商物料-300
BS-00000301,2026-03-28,RK-00000301,01,2026-03-28,SKU-0007,物料-28,372,R20260328-0301,WH-003-电商仓,已审核,2026-12-07,D型,673,破损,LG202603280301,顺丰,SUP-000301,供应商物料-301
BS-00000302,2026-04-01,RK-00000302,02,2026-04-03,SKU-0005,物料-25,545,R20260401-0302,WH-001-主仓,已审核,2027-07-08,A型,272,,LG202604010302,申通,SUP-000302,供应商物料-302
BS-00000303,2026-05-18,RK-00000303,02,2026-05-18,SKU-0021,物料-04,824,R20260518-0303,WH-003-电商仓,已审核,2027-07-09,A型,95,,LG202605180303,顺丰,SUP-000303,供应商物料-303
BS-00000304,2026-06-01,RK-00000304,02,2026-06-03,SKU-0005,物料-15,293,R20260601-0304,WH-001-主仓,已审核,2027-10-30,B型,67,破损,LG202606010304,圆通,SUP-000304,供应商物料-304
BS-00000305,2026-05-14,RK-00000305,01,2026-05-14,SKU-0025,物料-21,45,R20260514-0305,WH-003-电商仓,已审核,2028-04-23,A型,670,正常,LG202605140305,顺丰,SUP-000305,供应商物料-305
BS-00000306,2026-04-24,RK-00000306,02,2026-04-24,SKU-0020,物料-10,286,R20260424-0306,WH-001-主仓,未审核,2027-01-11,B型,735,,LG202604240306,圆通,SUP-000306,供应商物料-306
BS-00000307,2026-04-08,RK-00000307,01,2026-04-08,SKU-0022,物料-07,705,R20260408-0307,WH-002-次仓,已审核,2027-08-18,C型,426,破损,LG202604080307,中通,SUP-000307,供应商物料-307
BS-00000308,2026-04-16,RK-00000308,01,2026-04-16,SKU-0006,物料-06,334,R20260416-0308,WH-002-次仓,已审核,2027-08-05,A型,821,,LG202604160308,中通,SUP-000308,供应商物料-308
BS-00000309,2026-04-17,RK-00000309,03,2026-04-18,SKU-0013,物料-15,675,R20260417-0309,WH-003-电商仓,已审核,2027-09-20,A型,290,正常,LG202604170309,顺丰,SUP-000309,供应商物料-309
BS-00000310,2026-04-24,RK-00000310,02,2026-04-24,SKU-0007,物料-25,191,R20260424-0310,WH-003-电商仓,未审核,2027-12-18,B型,616,正常,LG202604240310,顺丰,SUP-000310,供应商物料-310
BS-00000311,2026-04-30,RK-00000311,03,2026-05-02,SKU-0002,物料-02,480,R20260430-0311,WH-001-主仓,已审核,2026-11-14,C型,217,正常,LG202604300311,圆通,SUP-000311,供应商物料-311
BS-00000312,2026-06-09,RK-00000312,03,2026-06-10,SKU-0022,物料-24,821,R20260609-0312,WH-001-主仓,已审核,2026-12-09,A型,893,破损,LG202606090312,申通,SUP-000312,供应商物料-312
BS-00000313,2026-05-05,RK-00000313,02,2026-05-05,SKU-0029,物料-30,426,R20260505-0313,WH-003-电商仓,已审核,2028-02-10,A型,152,破损,LG202605050313,圆通,SUP-000313,供应商物料-313
BS-00000314,2026-06-07,RK-00000314,02,2026-06-07,SKU-0009,物料-15,675,R20260607-0314,WH-003-电商仓,已审核,2027-06-11,C型,422,,LG202606070314,中通,SUP-000314,供应商物料-314
BS-00000315,2026-03-21,RK-00000315,03,2026-03-23,SKU-0019,物料-18,898,R20260321-0315,WH-002-次仓,未审核,2027-06-24,A型,604,破损,LG202603210315,申通,SUP-000315,供应商物料-315
BS-00000316,2026-04-18,RK-00000316,01,2026-04-19,SKU-0002,物料-14,159,R20260418-0316,WH-003-电商仓,已审核,2026-12-16,B型,61,破损,LG202604180316,圆通,SUP-000316,供应商物料-316
BS-00000317,2026-04-29,RK-00000317,03,2026-04-30,SKU-0013,物料-30,413,R20260429-0317,WH-002-次仓,已审核,2027-07-06,C型,26,破损,LG202604290317,顺丰,SUP-000317,供应商物料-317
BS-00000318,2026-05-22,RK-00000318,02,2026-05-23,SKU-0008,物料-18,523,R20260522-0318,WH-003-电商仓,未审核,2026-11-19,C型,739,,LG202605220318,中通,SUP-000318,供应商物料-318
BS-00000319,2026-03-13,RK-00000319,01,2026-03-14,SKU-0016,物料-03,818,R20260313-0319,WH-002-次仓,已审核,2026-11-14,D型,749,破损,LG202603130319,中通,SUP-000319,供应商物料-319
BS-00000320,2026-04-24,RK-00000320,03,2026-04-26,SKU-0001,物料-20,575,R20260424-0320,WH-002-次仓,已审核,2027-08-02,A型,813,正常,LG202604240320,顺丰,SUP-000320,供应商物料-320
BS-00000321,2026-04-15,RK-00000321,03,2026-04-15,SKU-0011,物料-22,450,R20260415-0321,WH-002-次仓,已审核,2027-02-20,C型,428,破损,LG202604150321,圆通,SUP-000321,供应商物料-321
BS-00000322,2026-04-01,RK-00000322,03,2026-04-01,SKU-0008,物料-14,923,R20260401-0322,WH-001-主仓,已审核,2026-11-14,C型,433,破损,LG202604010322,顺丰,SUP-000322,供应商物料-322
BS-00000323,2026-05-07,RK-00000323,02,2026-05-08,SKU-0021,物料-06,910,R20260507-0323,WH-002-次仓,已审核,2026-12-19,C型,928,正常,LG202605070323,圆通,SUP-000323,供应商物料-323
BS-00000324,2026-06-10,RK-00000324,03,2026-06-12,SKU-0025,物料-14,255,R20260610-0324,WH-003-电商仓,已审核,2027-07-25,D型,210,,LG202606100324,中通,SUP-000324,供应商物料-324
BS-00000325,2026-04-03,RK-00000325,02,2026-04-03,SKU-0025,物料-02,55,R20260403-0325,WH-003-电商仓,已审核,2027-07-10,A型,427,破损,LG202604030325,顺丰,SUP-000325,供应商物料-325
BS-00000326,2026-04-12,RK-00000326,01,2026-04-13,SKU-0020,物料-22,84,R20260412-0326,WH-003-电商仓,已审核,2026-11-05,C型,451,破损,LG202604120326,中通,SUP-000326,供应商物料-326
BS-00000327,2026-06-09,RK-00000327,01,2026-06-10,SKU-0001,物料-16,158,R20260609-0327,WH-001-主仓,未审核,2028-01-20,A型,511,破损,LG202606090327,中通,SUP-000327,供应商物料-327
BS-00000328,2026-05-21,RK-00000328,03,2026-05-23,SKU-0021,物料-24,415,R20260521-0328,WH-002-次仓,已审核,2028-03-03,C型,91,破损,LG202605210328,申通,SUP-000328,供应商物料-328
BS-00000329,2026-04-13,RK-00000329,02,2026-04-15,SKU-0007,物料-16,12,R20260413-0329,WH-001-主仓,已审核,2027-05-19,B型,649,正常,LG202604130329,顺丰,SUP-000329,供应商物料-329
BS-00000330,2026-03-28,RK-00000330,03,2026-03-30,SKU-0025,物料-21,18,R20260328-0330,WH-002-次仓,已审核,2027-10-04,C型,89,破损,LG202603280330,中通,SUP-000330,供应商物料-330
BS-00000331,2026-05-22,RK-00000331,01,2026-05-23,SKU-0026,物料-17,523,R20260522-0331,WH-003-电商仓,已审核,2026-11-26,C型,198,,LG202605220331,圆通,SUP-000331,供应商物料-331
BS-00000332,2026-04-22,RK-00000332,02,2026-04-24,SKU-0025,物料-16,247,R20260422-0332,WH-002-次仓,已审核,2027-12-05,D型,489,正常,LG202604220332,顺丰,SUP-000332,供应商物料-332
BS-00000333,2026-03-28,RK-00000333,01,2026-03-29,SKU-0009,物料-16,549,R20260328-0333,WH-001-主仓,未审核,2028-01-07,C型,165,正常,LG202603280333,圆通,SUP-000333,供应商物料-333
BS-00000334,2026-04-28,RK-00000334,01,2026-04-28,SKU-0022,物料-08,299,R20260428-0334,WH-001-主仓,已审核,2027-01-02,B型,837,,LG202604280334,圆通,SUP-000334,供应商物料-334
BS-00000335,2026-04-28,RK-00000335,02,2026-04-29,SKU-0002,物料-06,190,R20260428-0335,WH-001-主仓,已审核,2027-10-01,C型,169,破损,LG202604280335,圆通,SUP-000335,供应商物料-335
BS-00000336,2026-06-01,RK-00000336,02,2026-06-02,SKU-0021,物料-18,324,R20260601-0336,WH-001-主仓,未审核,2027-02-01,B型,763,破损,LG202606010336,顺丰,SUP-000336,供应商物料-336
BS-00000337,2026-05-07,RK-00000337,02,2026-05-07,SKU-0019,物料-23,275,R20260507-0337,WH-003-电商仓,已审核,2027-01-11,B型,835,破损,LG202605070337,圆通,SUP-000337,供应商物料-337
BS-00000338,2026-05-11,RK-00000338,03,2026-05-13,SKU-0028,物料-14,92,R20260511-0338,WH-001-主仓,已审核,2027-07-25,B型,603,,LG202605110338,顺丰,SUP-000338,供应商物料-338
BS-00000339,2026-04-24,RK-00000339,03,2026-04-26,SKU-0006,物料-16,870,R20260424-0339,WH-001-主仓,未审核,2028-04-04,D型,53,正常,LG202604240339,申通,SUP-000339,供应商物料-339
BS-00000340,2026-04-03,RK-00000340,02,2026-04-04,SKU-0027,物料-08,774,R20260403-0340,WH-001-主仓,已审核,2027-10-30,A型,171,破损,LG202604030340,圆通,SUP-000340,供应商物料-340
BS-00000341,2026-05-26,RK-00000341,02,2026-05-27,SKU-0005,物料-18,267,R20260526-0341,WH-003-电商仓,未审核,2027-11-14,A型,742,,LG202605260341,顺丰,SUP-000341,供应商物料-341
BS-00000342,2026-06-06,RK-00000342,03,2026-06-06,SKU-0013,物料-14,569,R20260606-0342,WH-002-次仓,已审核,2027-11-25,B型,670,,LG202606060342,圆通,SUP-000342,供应商物料-342
BS-00000343,2026-05-03,RK-00000343,02,2026-05-05,SKU-0030,物料-17,655,R20260503-0343,WH-003-电商仓,已审核,2027-11-25,D型,645,破损,LG202605030343,中通,SUP-000343,供应商物料-343
BS-00000344,2026-04-13,RK-00000344,01,2026-04-13,SKU-0010,物料-22,821,R20260413-0344,WH-003-电商仓,已审核,2027-10-20,D型,519,,LG202604130344,圆通,SUP-000344,供应商物料-344
BS-00000345,2026-05-06,RK-00000345,02,2026-05-07,SKU-0027,物料-29,959,R20260506-0345,WH-003-电商仓,已审核,2027-05-06,A型,522,破损,LG202605060345,中通,SUP-000345,供应商物料-345
BS-00000346,2026-04-08,RK-00000346,03,2026-04-09,SKU-0001,物料-22,208,R20260408-0346,WH-002-次仓,已审核,2027-08-05,B型,704,破损,LG202604080346,中通,SUP-000346,供应商物料-346
BS-00000347,2026-04-03,RK-00000347,02,2026-04-03,SKU-0026,物料-08,301,R20260403-0347,WH-001-主仓,未审核,2026-12-02,A型,217,破损,LG202604030347,圆通,SUP-000347,供应商物料-347
BS-00000348,2026-05-13,RK-00000348,02,2026-05-13,SKU-0026,物料-30,657,R20260513-0348,WH-003-电商仓,已审核,2027-05-05,A型,954,正常,LG202605130348,圆通,SUP-000348,供应商物料-348
BS-00000349,2026-03-18,RK-00000349,01,2026-03-20,SKU-0028,物料-16,92,R20260318-0349,WH-001-主仓,已审核,2027-05-06,D型,106,,LG202603180349,中通,SUP-000349,供应商物料-349
BS-00000350,2026-03-13,RK-00000350,02,2026-03-13,SKU-0018,物料-23,275,R20260313-0350,WH-001-主仓,已审核,2026-10-18,D型,30,正常,LG202603130350,申通,SUP-000350,供应商物料-350
BS-00000351,2026-05-15,RK-00000351,03,2026-05-17,SKU-0027,物料-24,426,R20260515-0351,WH-002-次仓,已审核,2027-08-24,C型,364,破损,LG202605150351,顺丰,SUP-000351,供应商物料-351
BS-00000352,2026-03-15,RK-00000352,03,2026-03-17,SKU-0021,物料-10,879,R20260315-0352,WH-002-次仓,已审核,2027-05-27,D型,960,,LG202603150352,圆通,SUP-000352,供应商物料-352
BS-00000353,2026-03-19,RK-00000353,01,2026-03-19,SKU-0014,物料-10,740,R20260319-0353,WH-003-电商仓,已审核,2027-12-25,D型,514,破损,LG202603190353,中通,SUP-000353,供应商物料-353
BS-00000354,2026-04-29,RK-00000354,01,2026-04-29,SKU-0012,物料-30,870,R20260429-0354,WH-002-次仓,未审核,2027-06-22,A型,932,,LG202604290354,顺丰,SUP-000354,供应商物料-354
BS-00000355,2026-04-09,RK-00000355,03,2026-04-11,SKU-0006,物料-21,28,R20260409-0355,WH-002-次仓,未审核,2028-02-20,D型,413,破损,LG202604090355,圆通,SUP-000355,供应商物料-355
BS-00000356,2026-06-01,RK-00000356,02,2026-06-01,SKU-0014,物料-18,539,R20260601-0356,WH-002-次仓,已审核,2027-11-13,D型,232,,LG202606010356,顺丰,SUP-000356,供应商物料-356
BS-00000357,2026-05-05,RK-00000357,03,2026-05-07,SKU-0017,物料-21,380,R20260505-0357,WH-001-主仓,已审核,2027-09-08,A型,409,破损,LG202605050357,中通,SUP-000357,供应商物料-357
BS-00000358,2026-04-17,RK-00000358,01,2026-04-19,SKU-0007,物料-18,700,R20260417-0358,WH-002-次仓,已审核,2027-01-29,D型,471,破损,LG202604170358,圆通,SUP-000358,供应商物料-358
BS-00000359,2026-03-17,RK-00000359,03,2026-03-18,SKU-0003,物料-09,32,R20260317-0359,WH-003-电商仓,已审核,2026-10-12,D型,569,正常,LG202603170359,申通,SUP-000359,供应商物料-359
BS-00000360,2026-04-04,RK-00000360,01,2026-04-06,SKU-0017,物料-21,394,R20260404-0360,WH-002-次仓,未审核,2027-08-05,C型,41,正常,LG202604040360,顺丰,SUP-000360,供应商物料-360
BS-00000361,2026-05-29,RK-00000361,03,2026-05-30,SKU-0023,物料-01,836,R20260529-0361,WH-003-电商仓,已审核,2028-03-24,B型,498,,LG202605290361,圆通,SUP-000361,供应商物料-361
BS-00000362,2026-04-20,RK-00000362,02,2026-04-20,SKU-0023,物料-25,765,R20260420-0362,WH-003-电商仓,未审核,2026-12-01,C型,297,,LG202604200362,顺丰,SUP-000362,供应商物料-362
BS-00000363,2026-03-23,RK-00000363,02,2026-03-25,SKU-0010,物料-16,628,R20260323-0363,WH-002-次仓,已审核,2027-09-12,D型,446,正常,LG202603230363,顺丰,SUP-000363,供应商物料-363
BS-00000364,2026-05-14,RK-00000364,01,2026-05-16,SKU-0003,物料-10,652,R20260514-0364,WH-001-主仓,已审核,2027-03-26,A型,389,破损,LG202605140364,圆通,SUP-000364,供应商物料-364
BS-00000365,2026-04-26,RK-00000365,02,2026-04-26,SKU-0016,物料-15,531,R20260426-0365,WH-003-电商仓,已审核,2027-12-27,A型,446,破损,LG202604260365,圆通,SUP-000365,供应商物料-365
BS-00000366,2026-03-25,RK-00000366,01,2026-03-25,SKU-0006,物料-05,388,R20260325-0366,WH-003-电商仓,已审核,2027-05-29,B型,139,,LG202603250366,圆通,SUP-000366,供应商物料-366
BS-00000367,2026-04-07,RK-00000367,02,2026-04-07,SKU-0004,物料-27,720,R20260407-0367,WH-003-电商仓,未审核,2027-12-10,A型,450,,LG202604070367,中通,SUP-000367,供应商物料-367
BS-00000368,2026-04-17,RK-00000368,03,2026-04-19,SKU-0030,物料-17,826,R20260417-0368,WH-002-次仓,已审核,2027-05-08,D型,502,破损,LG202604170368,圆通,SUP-000368,供应商物料-368
BS-00000369,2026-05-27,RK-00000369,02,2026-05-27,SKU-0020,物料-09,833,R20260527-0369,WH-003-电商仓,未审核,2028-02-11,C型,799,正常,LG202605270369,顺丰,SUP-000369,供应商物料-369
BS-00000370,2026-05-12,RK-00000370,03,2026-05-12,SKU-0009,物料-25,99,R20260512-0370,WH-002-次仓,已审核,2027-01-05,B型,254,,LG202605120370,圆通,SUP-000370,供应商物料-370
BS-00000371,2026-05-17,RK-00000371,01,2026-05-18,SKU-0029,物料-26,153,R20260517-0371,WH-003-电商仓,已审核,2027-06-06,C型,61,破损,LG202605170371,中通,SUP-000371,供应商物料-371
BS-00000372,2026-05-30,RK-00000372,02,2026-05-31,SKU-0007,物料-26,816,R20260530-0372,WH-001-主仓,已审核,2027-10-22,A型,730,,LG202605300372,中通,SUP-000372,供应商物料-372
BS-00000373,2026-05-26,RK-00000373,02,2026-05-28,SKU-0016,物料-25,630,R20260526-0373,WH-003-电商仓,已审核,2028-04-29,D型,873,正常,LG202605260373,圆通,SUP-000373,供应商物料-373
BS-00000374,2026-03-25,RK-00000374,03,2026-03-25,SKU-0006,物料-06,873,R20260325-0374,WH-002-次仓,已审核,2027-02-25,B型,239,,LG202603250374,顺丰,SUP-000374,供应商物料-374
BS-00000375,2026-04-19,RK-00000375,01,2026-04-19,SKU-0012,物料-26,213,R20260419-0375,WH-002-次仓,已审核,2027-01-27,A型,474,破损,LG202604190375,中通,SUP-000375,供应商物料-375
BS-00000376,2026-03-16,RK-00000376,02,2026-03-17,SKU-0025,物料-26,565,R20260316-0376,WH-003-电商仓,已审核,2027-09-05,A型,195,正常,LG202603160376,顺丰,SUP-000376,供应商物料-376
BS-00000377,2026-05-26,RK-00000377,01,2026-05-28,SKU-0029,物料-02,529,R20260526-0377,WH-002-次仓,未审核,2027-11-21,C型,171,破损,LG202605260377,申通,SUP-000377,供应商物料-377
BS-00000378,2026-04-06,RK-00000378,01,2026-04-06,SKU-0003,物料-28,401,R20260406-0378,WH-001-主仓,已审核,2027-03-30,A型,208,正常,LG202604060378,中通,SUP-000378,供应商物料-378
BS-00000379,2026-05-31,RK-00000379,02,2026-06-02,SKU-0012,物料-13,310,R20260531-0379,WH-002-次仓,已审核,2027-11-19,C型,998,破损,LG202605310379,申通,SUP-000379,供应商物料-379
BS-00000380,2026-05-03,RK-00000380,03,2026-05-04,SKU-0020,物料-23,916,R20260503-0380,WH-003-电商仓,已审核,2027-07-20,A型,410,,LG202605030380,中通,SUP-000380,供应商物料-380
BS-00000381,2026-05-13,RK-00000381,01,2026-05-13,SKU-0014,物料-18,514,R20260513-0381,WH-001-主仓,已审核,2027-10-27,C型,481,正常,LG202605130381,顺丰,SUP-000381,供应商物料-381
BS-00000382,2026-03-22,RK-00000382,01,2026-03-23,SKU-0014,物料-20,874,R20260322-0382,WH-002-次仓,已审核,2027-09-16,C型,465,正常,LG202603220382,申通,SUP-000382,供应商物料-382
BS-00000383,2026-04-13,RK-00000383,02,2026-04-14,SKU-0009,物料-04,162,R20260413-0383,WH-003-电商仓,已审核,2027-06-16,D型,800,正常,LG202604130383,顺丰,SUP-000383,供应商物料-383
BS-00000384,2026-04-21,RK-00000384,01,2026-04-22,SKU-0004,物料-10,538,R20260421-0384,WH-002-次仓,已审核,2027-02-14,B型,554,,LG202604210384,中通,SUP-000384,供应商物料-384
BS-00000385,2026-04-20,RK-00000385,02,2026-04-20,SKU-0023,物料-23,348,R20260420-0385,WH-003-电商仓,已审核,2027-04-26,B型,422,正常,LG202604200385,顺丰,SUP-000385,供应商物料-385
BS-00000386,2026-04-26,RK-00000386,01,2026-04-28,SKU-0025,物料-22,758,R20260426-0386,WH-002-次仓,已审核,2026-12-23,D型,540,,LG202604260386,申通,SUP-000386,供应商物料-386
BS-00000387,2026-03-15,RK-00000387,03,2026-03-15,SKU-0020,物料-28,521,R20260315-0387,WH-002-次仓,已审核,2027-04-08,A型,130,,LG202603150387,圆通,SUP-000387,供应商物料-387
BS-00000388,2026-03-22,RK-00000388,03,2026-03-23,SKU-0025,物料-11,960,R20260322-0388,WH-001-主仓,已审核,2026-11-08,A型,78,正常,LG202603220388,圆通,SUP-000388,供应商物料-388
BS-00000389,2026-05-31,RK-00000389,03,2026-06-02,SKU-0015,物料-28,344,R20260531-0389,WH-001-主仓,已审核,2027-10-05,B型,302,破损,LG202605310389,中通,SUP-000389,供应商物料-389
BS-00000390,2026-04-07,RK-00000390,03,2026-04-08,SKU-0007,物料-13,518,R20260407-0390,WH-002-次仓,已审核,2027-07-09,C型,736,正常,LG202604070390,圆通,SUP-000390,供应商物料-390
BS-00000391,2026-03-19,RK-00000391,02,2026-03-19,SKU-0020,物料-28,65,R20260319-0391,WH-003-电商仓,已审核,2027-10-07,C型,644,破损,LG202603190391,中通,SUP-000391,供应商物料-391
BS-00000392,2026-04-01,RK-00000392,02,2026-04-03,SKU-0019,物料-26,565,R20260401-0392,WH-003-电商仓,已审核,2027-04-17,B型,419,破损,LG202604010392,顺丰,SUP-000392,供应商物料-392
